MaGiaoDich,NgayThanhToan,ThangThanhToan,DoTuoiThiSinh,TenChungChi,LinhVuc,GiaGoc,PhanTramGiamGia,DoanhThuThucTe,PhuongThucThanhToan,NgayThi,DiemThi,TrangThaiThi
HD00449,2023-07-14,2023-07,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-08-13,510,Không đạt
HD00637,2023-07-14,2023-07,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-07-31,760,Đạt
HD00917,2023-07-14,2023-07,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-08-02,6.0,Đạt
HD00419,2023-07-17,2023-07,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-07-31,490,Không đạt
HD01218,2023-07-17,2023-07,33,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-08-09,6.0,Đạt
HD01301,2023-07-17,2023-07,21,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2023-08-05,8.0,Đạt
HD00197,2023-07-19,2023-07,30,IC3,Tin Học,750000,0.1,675000.0,Tiền mặt,2023-08-11,861,Đạt
HD00609,2023-07-19,2023-07,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-08-08,480,Không đạt
HD01410,2023-07-19,2023-07,28,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-08-17,795,Đạt
HD00043,2023-07-20,2023-07,28,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2023-08-11,5.5,Đạt
HD00190,2023-07-20,2023-07,19,MOS Word,Tin Học,850000,0.2,680000.0,VNPay,2023-08-18,922,Đạt
HD00979,2023-07-20,2023-07,18,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2023-08-17,5.5,Đạt
HD01077,2023-07-21,2023-07,22,IC3,Tin Học,750000,0,750000,VNPay,2023-08-13,897,Đạt
HD00955,2023-07-23,2023-07,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-08-06,6.5,Đạt
HD01320,2023-07-23,2023-07,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-08-16,410,Không đạt
HD00127,2023-07-24,2023-07,21,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Momo,2023-08-17,545,Không đạt
HD00147,2023-07-24,2023-07,18,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-08-22,635,Đạt
HD01152,2023-07-24,2023-07,17,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2023-08-10,595,Đạt
HD00155,2023-07-25,2023-07,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-08-19,6.0,Đạt
HD00163,2023-07-25,2023-07,26,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Tiền mặt,2023-08-18,4.7,Đạt
HD01340,2023-07-25,2023-07,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-08-13,550,Đạt
HD00537,2023-07-26,2023-07,23,MOS Excel,Tin Học,850000,0,850000,Momo,2023-08-21,900,Đạt
HD00034,2023-07-27,2023-07,19,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2023-08-13,5.5,Đạt
HD00372,2023-07-27,2023-07,23,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-08-24,6.0,Đạt
HD00656,2023-07-27,2023-07,19,MOS Excel,Tin Học,850000,0,850000,Momo,2023-08-18,651,Không đạt
HD00776,2023-07-27,2023-07,22,MOS Excel,Tin Học,850000,0,850000,Momo,2023-08-13,901,Đạt
HD01238,2023-07-27,2023-07,27,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-08-10,650,Đạt
HD01337,2023-07-27,2023-07,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2023-08-20,5.0,Đạt
HD00077,2023-07-28,2023-07,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-08-15,430,Không đạt
HD00094,2023-07-28,2023-07,20,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,VNPay,2023-08-25,335,Không đạt
HD00519,2023-07-28,2023-07,24,MOS Excel,Tin Học,850000,0,850000,Momo,2023-08-23,791,Đạt
HD00103,2023-07-29,2023-07,17,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-08-15,6.5,Đạt
HD01247,2023-07-29,2023-07,27,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,Chuyển khoản,2023-08-23,4.0,Đạt
HD01356,2023-07-29,2023-07,22,VSTEP,Ngoại Ngữ,1800000,0.2,1440000.0,Momo,2023-08-28,9.0,Đạt
HD00096,2023-07-31,2023-07,24,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-08-26,4.5,Không đạt
HD01314,2023-07-31,2023-07,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-08-16,815,Đạt
HD00417,2023-08-01,2023-08,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2023-08-21,670,Đạt
HD00850,2023-08-01,2023-08,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-08-22,6.0,Đạt
HD00986,2023-08-02,2023-08,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-08-21,7.8,Đạt
HD01214,2023-08-02,2023-08,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,VNPay,2023-08-22,6.0,Đạt
HD01253,2023-08-02,2023-08,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-08-21,590,Đạt
HD01363,2023-08-02,2023-08,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-08-18,745,Đạt
HD00720,2023-08-03,2023-08,16,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2023-08-29,905,Đạt
HD01130,2023-08-03,2023-08,15,MOS Excel,Tin Học,850000,0.1,765000.0,Chuyển khoản,2023-08-29,767,Đạt
HD01228,2023-08-03,2023-08,18,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2023-08-29,903,Đạt
HD00706,2023-08-04,2023-08,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-08-26,5.5,Đạt
HD01099,2023-08-04,2023-08,23,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-09-03,6.3,Đạt
HD01478,2023-08-04,2023-08,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-08-23,315,Không đạt
HD00678,2023-08-05,2023-08,20,MOS Word,Tin Học,850000,0.2,680000.0,Tiền mặt,2023-08-19,862,Đạt
HD01413,2023-08-05,2023-08,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-08-31,6.0,Đạt
HD00370,2023-08-06,2023-08,21,MOS Word,Tin Học,850000,0.2,680000.0,Chuyển khoản,2023-08-28,806,Đạt
HD00237,2023-08-07,2023-08,29,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-09-02,400,Không đạt
HD00261,2023-08-07,2023-08,17,MOS Excel,Tin Học,850000,0,850000,Tiền mặt,2023-09-02,835,Đạt
HD00605,2023-08-07,2023-08,15,MOS Excel,Tin Học,850000,0.2,680000.0,Momo,2023-09-02,785,Đạt
HD00818,2023-08-07,2023-08,15,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Chuyển khoản,2023-08-26,6.0,Đạt
HD01195,2023-08-08,2023-08,28,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-08-25,540,Không đạt
HD01493,2023-08-08,2023-08,27,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-08-31,6.0,Đạt
HD00228,2023-08-09,2023-08,21,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2023-09-07,656,Không đạt
HD00204,2023-08-12,2023-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-09-08,535,Không đạt
HD00521,2023-08-12,2023-08,19,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-09-11,725,Đạt
HD00834,2023-08-12,2023-08,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-08-31,900,Đạt
HD00935,2023-08-13,2023-08,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-09-05,280,Không đạt
HD00189,2023-08-14,2023-08,28,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-09-12,6.0,Đạt
HD00356,2023-08-14,2023-08,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-09-05,550,Đạt
HD00240,2023-08-15,2023-08,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-09-07,515,Không đạt
HD00538,2023-08-16,2023-08,16,MOS Excel,Tin Học,850000,0,850000,Chuyển khoản,2023-09-12,804,Đạt
HD01331,2023-08-16,2023-08,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-08-30,245,Không đạt
HD00257,2023-08-17,2023-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-09-05,870,Đạt
HD01085,2023-08-17,2023-08,20,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Tiền mặt,2023-09-10,4.9,Đạt
HD00502,2023-08-18,2023-08,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-09-14,6.5,Đạt
HD00646,2023-08-18,2023-08,20,MOS Word,Tin Học,850000,0.15,722500.0,Tiền mặt,2023-09-11,663,Không đạt
HD00946,2023-08-18,2023-08,16,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-09-04,675,Đạt
HD00523,2023-08-19,2023-08,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-09-15,4.0,Không đạt
HD01021,2023-08-20,2023-08,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Tiền mặt,2023-09-05,6.5,Đạt
HD01299,2023-08-20,2023-08,16,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Chuyển khoản,2023-09-06,2.9,Không đạt
HD00400,2023-08-21,2023-08,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-09-17,635,Đạt
HD01475,2023-08-21,2023-08,22,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-09-17,6.0,Đạt
HD00200,2023-08-23,2023-08,21,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-09-10,475,Không đạt
HD00357,2023-08-23,2023-08,19,MOS Word,Tin Học,850000,0.15,722500.0,Chuyển khoản,2023-09-08,815,Đạt
HD01210,2023-08-23,2023-08,26,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2023-09-08,7.5,Đạt
HD01055,2023-08-24,2023-08,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-09-08,515,Không đạt
HD01180,2023-08-25,2023-08,29,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2023-09-08,7.0,Đạt
HD00151,2023-08-26,2023-08,22,IC3,Tin Học,750000,0,750000,VNPay,2023-09-20,847,Đạt
HD00097,2023-08-27,2023-08,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-09-22,680,Đạt
HD00651,2023-08-27,2023-08,25,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Chuyển khoản,2023-09-23,6.5,Đạt
HD00843,2023-08-27,2023-08,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-09-19,685,Đạt
HD01276,2023-08-27,2023-08,19,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-09-18,485,Không đạt
HD01287,2023-08-27,2023-08,26,MOS Word,Tin Học,850000,0,850000,VNPay,2023-09-20,739,Đạt
HD01362,2023-08-27,2023-08,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-09-17,505,Không đạt
HD00033,2023-08-28,2023-08,22,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2023-09-27,6.0,Đạt
HD01061,2023-08-28,2023-08,21,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2023-09-25,737,Đạt
HD01102,2023-08-28,2023-08,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-09-26,6.5,Đạt
HD01241,2023-08-28,2023-08,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-09-26,8.0,Đạt
HD01292,2023-08-28,2023-08,22,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-09-13,620,Đạt
HD00941,2023-08-30,2023-08,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-09-21,655,Đạt
HD00276,2023-08-31,2023-08,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-09-25,770,Đạt
HD01357,2023-08-31,2023-08,28,MOS Word,Tin Học,850000,0,850000,Chuyển khoản,2023-09-24,1000,Đạt
HD00444,2023-09-01,2023-09,22,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-09-29,5.0,Đạt
HD00816,2023-09-01,2023-09,25,MOS Word,Tin Học,850000,0,850000,Momo,2023-09-27,925,Đạt
HD00937,2023-09-01,2023-09,19,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-09-20,760,Đạt
HD00707,2023-09-02,2023-09,24,IC3,Tin Học,750000,0,750000,Chuyển khoản,2023-09-18,808,Đạt
HD00724,2023-09-02,2023-09,19,VSTEP,Ngoại Ngữ,1800000,0.15,1530000.0,Momo,2023-10-02,4.7,Đạt
HD00048,2023-09-03,2023-09,26,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-09-30,5.0,Đạt
HD00093,2023-09-03,2023-09,26,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-09-30,4.5,Không đạt
HD00721,2023-09-03,2023-09,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-09-28,770,Đạt
HD01264,2023-09-03,2023-09,28,MOS Excel,Tin Học,850000,0.2,680000.0,Chuyển khoản,2023-09-18,714,Đạt
HD01025,2023-09-04,2023-09,19,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2023-09-25,884,Đạt
HD01093,2023-09-04,2023-09,15,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-10-03,400,Không đạt
HD00258,2023-09-06,2023-09,16,MOS Word,Tin Học,850000,0,850000,Tiền mặt,2023-09-26,935,Đạt
HD00772,2023-09-06,2023-09,21,MOS Excel,Tin Học,850000,0.1,765000.0,Tiền mặt,2023-10-03,812,Đạt
HD00460,2023-09-07,2023-09,27,IELTS,Ngoại Ngữ,4500000,0,4500000,Momo,2023-09-25,5.5,Đạt
HD00591,2023-09-08,2023-09,29,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-05,910,Đạt
HD00811,2023-09-08,2023-09,20,MOS Word,Tin Học,850000,0.2,680000.0,Chuyển khoản,2023-10-01,840,Đạt
HD00010,2023-09-09,2023-09,16,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-10-03,600,Đạt
HD00692,2023-09-09,2023-09,17,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-09-27,4.5,Không đạt
HD00171,2023-09-10,2023-09,18,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-10-08,855,Đạt
HD00445,2023-09-10,2023-09,23,IC3,Tin Học,750000,0.15,637500.0,VNPay,2023-10-09,868,Đạt
HD00984,2023-09-11,2023-09,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-10-01,475,Không đạt
HD01397,2023-09-11,2023-09,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-10-11,5.5,Đạt
HD00248,2023-09-13,2023-09,20,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Tiền mặt,2023-10-12,6.5,Đạt
HD00680,2023-09-13,2023-09,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-10-13,600,Đạt
HD01274,2023-09-13,2023-09,24,MOS Word,Tin Học,850000,0.1,765000.0,Tiền mặt,2023-10-03,555,Không đạt
HD01427,2023-09-14,2023-09,23,MOS Word,Tin Học,850000,0,850000,VNPay,2023-10-10,929,Đạt
HD00036,2023-09-15,2023-09,16,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-10-13,585,Đạt
HD00025,2023-09-16,2023-09,18,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-10,705,Đạt
HD00432,2023-09-16,2023-09,20,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,VNPay,2023-10-03,4.8,Đạt
HD00675,2023-09-16,2023-09,24,VSTEP,Ngoại Ngữ,1800000,0,1800000,VNPay,2023-10-04,2.6,Không đạt
HD01323,2023-09-16,2023-09,22,MOS Word,Tin Học,850000,0,850000,VNPay,2023-10-01,729,Đạt
HD01326,2023-09-16,2023-09,23,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-10-12,555,Đạt
HD00051,2023-09-17,2023-09,28,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-10-08,6.5,Đạt
HD00006,2023-09-19,2023-09,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Chuyển khoản,2023-10-11,505,Không đạt
HD00088,2023-09-19,2023-09,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-08,6.0,Đạt
HD00546,2023-09-19,2023-09,20,VSTEP,Ngoại Ngữ,1800000,0,1800000,Tiền mặt,2023-10-19,6.9,Đạt
HD00569,2023-09-19,2023-09,22,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2023-10-13,8.9,Đạt
HD01387,2023-09-19,2023-09,26,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-10-06,415,Không đạt
HD00235,2023-09-20,2023-09,20,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-10-14,585,Đạt
HD00548,2023-09-20,2023-09,20,IC3,Tin Học,750000,0,750000,Momo,2023-10-18,871,Đạt
HD00802,2023-09-22,2023-09,28,MOS Excel,Tin Học,850000,0.2,680000.0,Chuyển khoản,2023-10-22,827,Đạt
HD00901,2023-09-22,2023-09,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-10-18,5.5,Đạt
HD00177,2023-09-23,2023-09,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-07,535,Không đạt
HD01113,2023-09-23,2023-09,24,IC3,Tin Học,750000,0,750000,VNPay,2023-10-16,762,Đạt
HD00351,2023-09-24,2023-09,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-10-23,515,Không đạt
HD00754,2023-09-24,2023-09,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-10-11,5.0,Đạt
HD00467,2023-09-25,2023-09,25,VSTEP,Ngoại Ngữ,1800000,0,1800000,Chuyển khoản,2023-10-14,7.4,Đạt
HD00490,2023-09-25,2023-09,23,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-10-12,6.0,Đạt
HD00059,2023-09-26,2023-09,22,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,VNPay,2023-10-22,6.5,Đạt
HD00115,2023-09-26,2023-09,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-20,5.5,Đạt
HD00274,2023-09-27,2023-09,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-20,3.5,Không đạt
HD00827,2023-09-27,2023-09,21,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-10-25,5.0,Đạt
HD00981,2023-09-27,2023-09,31,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-10-17,725,Đạt
HD01097,2023-09-27,2023-09,15,VSTEP,Ngoại Ngữ,1800000,0,1800000,Momo,2023-10-13,7.6,Đạt
HD00424,2023-09-28,2023-09,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-10-13,605,Đạt
HD00596,2023-09-28,2023-09,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-10-26,575,Đạt
HD00618,2023-09-28,2023-09,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-12,415,Không đạt
HD01469,2023-09-28,2023-09,24,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-10-12,675,Đạt
HD00752,2023-09-29,2023-09,24,IC3,Tin Học,750000,0.1,675000.0,VNPay,2023-10-28,750,Đạt
HD01003,2023-09-30,2023-09,26,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-29,685,Đạt
HD01240,2023-09-30,2023-09,25,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-29,7.0,Đạt
HD00262,2023-10-01,2023-10,24,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,Chuyển khoản,2023-10-26,4.5,Không đạt
HD01486,2023-10-01,2023-10,19,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-17,5.5,Đạt
HD00079,2023-10-02,2023-10,18,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-10-30,5.5,Đạt
HD00156,2023-10-02,2023-10,17,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-24,655,Đạt
HD00280,2023-10-02,2023-10,23,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-10-17,7.5,Đạt
HD01146,2023-10-02,2023-10,17,MOS Word,Tin Học,850000,0.15,722500.0,VNPay,2023-10-19,914,Đạt
HD01458,2023-10-02,2023-10,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-10-17,4.5,Không đạt
HD00012,2023-10-03,2023-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-10-30,920,Đạt
HD01381,2023-10-03,2023-10,22,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-10-29,715,Đạt
HD00847,2023-10-04,2023-10,23,MOS Word,Tin Học,850000,0,850000,VNPay,2023-10-26,1000,Đạt
HD01100,2023-10-04,2023-10,27,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2023-11-02,465,Không đạt
HD00540,2023-10-05,2023-10,25,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,VNPay,2023-10-27,675,Đạt
HD00960,2023-10-05,2023-10,19,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2023-11-01,400,Không đạt
HD01284,2023-10-05,2023-10,24,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Momo,2023-11-04,510,Không đạt
HD01449,2023-10-05,2023-10,25,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-10-31,665,Đạt
HD01353,2023-10-07,2023-10,16,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-10-28,6.0,Đạt
HD01459,2023-10-07,2023-10,19,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Momo,2023-11-05,620,Đạt
HD00302,2023-10-08,2023-10,26,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-11-06,480,Không đạt
HD00520,2023-10-08,2023-10,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-10-28,675,Đạt
HD00904,2023-10-08,2023-10,19,IELTS,Ngoại Ngữ,4500000,0.2,3600000.0,VNPay,2023-10-23,6.0,Đạt
HD01200,2023-10-08,2023-10,24,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Momo,2023-10-26,5.5,Đạt
HD00016,2023-10-09,2023-10,17,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-10-31,6.5,Đạt
HD00622,2023-10-09,2023-10,17,TOEIC,Ngoại Ngữ,1200000,0.15,1020000.0,Tiền mặt,2023-11-01,215,Không đạt
HD00929,2023-10-09,2023-10,19,IELTS,Ngoại Ngữ,4500000,0,4500000,VNPay,2023-10-23,7.0,Đạt
HD01198,2023-10-09,2023-10,21,VSTEP,Ngoại Ngữ,1800000,0.1,1620000.0,VNPay,2023-10-24,8.6,Đạt
HD00861,2023-10-10,2023-10,21,IC3,Tin Học,750000,0,750000,Momo,2023-11-09,1000,Đạt
HD00343,2023-10-11,2023-10,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-11-04,620,Đạt
HD01062,2023-10-11,2023-10,16,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-11-02,7.5,Đạt
HD00691,2023-10-12,2023-10,26,IC3,Tin Học,750000,0,750000,Tiền mặt,2023-11-05,772,Đạt
HD00098,2023-10-13,2023-10,23,MOS Excel,Tin Học,850000,0.15,722500.0,Momo,2023-11-01,780,Đạt
HD00423,2023-10-14,2023-10,28,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-11-02,5.0,Đạt
HD00443,2023-10-14,2023-10,15,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-11-03,530,Không đạt
HD00412,2023-10-16,2023-10,24,TOEIC,Ngoại Ngữ,1200000,0,1200000,Chuyển khoản,2023-11-03,580,Đạt
HD01101,2023-10-16,2023-10,17,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-11-13,465,Không đạt
HD01183,2023-10-17,2023-10,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-11-09,595,Đạt
HD01277,2023-10-17,2023-10,21,TOEIC,Ngoại Ngữ,1200000,0,1200000,Tiền mặt,2023-11-12,810,Đạt
HD00483,2023-10-18,2023-10,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,Momo,2023-11-01,335,Không đạt
HD01164,2023-10-18,2023-10,26,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,VNPay,2023-11-10,700,Đạt
HD01191,2023-10-18,2023-10,20,IELTS,Ngoại Ngữ,4500000,0.1,4050000.0,Tiền mặt,2023-11-04,6.0,Đạt
HD01434,2023-10-18,2023-10,17,IELTS,Ngoại Ngữ,4500000,0,4500000,Chuyển khoản,2023-11-05,3.5,Không đạt
HD00267,2023-10-19,2023-10,21,IELTS,Ngoại Ngữ,4500000,0.15,3825000.0,Momo,2023-11-14,6.5,Đạt
HD01309,2023-10-19,2023-10,23,TOEIC,Ngoại Ngữ,1200000,0,1200000,VNPay,2023-11-17,600,Đạt
HD01359,2023-10-19,2023-10,21,TOEIC,Ngoại Ngữ,1200000,0.2,960000.0,Chuyển khoản,2023-11-03,975,Đạt
HD00245,2023-10-20,2023-10,16,TOEIC,Ngoại Ngữ,1200000,0.1,1080000.0,Tiền mặt,2023-11-08,750,Đạt
HD00732,2023-10-20,2023-10,24,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-11-10,5.5,Đạt
HD00926,2023-10-21,2023-10,20,IELTS,Ngoại Ngữ,4500000,0,4500000,Tiền mặt,2023-11-17,6.5,Đạt
HD00992,2023-10-22,2023-10,25,IC3,Tin Học,750000,0,750000,Momo,2023-11-20,581,Không đạt
